acc_D,acc_G,loss_D,loss_G
0.71875,0.03125,0.5452415943145752,1.1127045154571533
0.84375,0.0,0.510810136795044,1.1851146221160889
0.796875,0.09375,0.551289975643158,1.1609251499176025
0.765625,0.09375,0.5558315515518188,1.1403371095657349
0.796875,0.0625,0.5180242657661438,1.177255392074585
0.78125,0.0625,0.5550391674041748,1.2278691530227661
0.765625,0.15625,0.5207391977310181,1.198165774345398
0.765625,0.09375,0.5108155012130737,1.1547778844833374
0.75,0.09375,0.5317070484161377,1.1821630001068115
0.765625,0.0625,0.546743631362915,1.1999166011810303
0.71875,0.1875,0.5353009700775146,1.1390981674194336
0.78125,0.0625,0.5509091019630432,1.2592968940734863
0.875,0.0625,0.49253422021865845,1.2196509838104248
0.765625,0.125,0.5169737339019775,1.2163621187210083
0.8125,0.15625,0.504717230796814,1.2333948612213135
0.71875,0.125,0.560763418674469,1.2447142601013184
0.765625,0.09375,0.5262875556945801,1.2283360958099365
0.734375,0.15625,0.5574545860290527,1.2190560102462769
0.703125,0.15625,0.5551940202713013,1.2019004821777344
0.828125,0.09375,0.532988965511322,1.2296167612075806
0.765625,0.0625,0.5140433311462402,1.2458949089050293
0.859375,0.09375,0.4899410903453827,1.2917201519012451
0.734375,0.125,0.528532862663269,1.2438443899154663
0.671875,0.1875,0.5794865489006042,1.2739112377166748
0.765625,0.125,0.4964155852794647,1.2451871633529663
0.765625,0.0625,0.5126514434814453,1.2080515623092651
0.734375,0.09375,0.5532240271568298,1.2632126808166504
0.765625,0.15625,0.5256831645965576,1.2588410377502441
0.84375,0.15625,0.47923266887664795,1.300175666809082
0.734375,0.125,0.5187587738037109,1.25518798828125
0.84375,0.1875,0.5310171842575073,1.2550101280212402
0.75,0.09375,0.5203784108161926,1.242346167564392
0.75,0.09375,0.5444718599319458,1.3018699884414673
0.875,0.15625,0.49365541338920593,1.2301063537597656
0.734375,0.0625,0.5241376161575317,1.2800581455230713
0.734375,0.125,0.511447548866272,1.2697713375091553
0.828125,0.0,0.5023422241210938,1.2790040969848633
0.796875,0.09375,0.47568970918655396,1.2565937042236328
0.75,0.0625,0.523605227470398,1.2568657398223877
0.828125,0.125,0.500353217124939,1.3169517517089844
0.765625,0.09375,0.5529906749725342,1.3585819005966187
0.796875,0.15625,0.5117012858390808,1.3112472295761108
0.78125,0.125,0.5162440538406372,1.2760324478149414
0.796875,0.0625,0.48723816871643066,1.2009201049804688
0.6875,0.15625,0.5639901757240295,1.2498068809509277
0.75,0.1875,0.5313032865524292,1.2747628688812256
0.828125,0.15625,0.4865761399269104,1.2125828266143799
0.796875,0.125,0.48090285062789917,1.28255033493042
0.828125,0.15625,0.5037527680397034,1.2628039121627808
0.6875,0.09375,0.5393540263175964,1.2544499635696411
0.875,0.125,0.4770379364490509,1.4147019386291504
0.8125,0.03125,0.49847322702407837,1.267492413520813
0.78125,0.21875,0.5542228817939758,1.300809383392334
0.8125,0.0625,0.49790701270103455,1.3784306049346924
0.75,0.1875,0.48193079233169556,1.3145936727523804
0.8125,0.1875,0.48208534717559814,1.3253810405731201
0.78125,0.21875,0.5032872557640076,1.3530924320220947
0.78125,0.03125,0.48937737941741943,1.316605806350708
0.75,0.0625,0.5431110858917236,1.272874355316162
0.84375,0.1875,0.4651562571525574,1.288837194442749
0.734375,0.1875,0.5028568506240845,1.306508183479309
0.8125,0.25,0.5366497039794922,1.2552614212036133
0.875,0.25,0.4841999411582947,1.3018066883087158
0.8125,0.21875,0.46073997020721436,1.299943447113037
0.8125,0.09375,0.5066320300102234,1.3208383321762085
0.71875,0.09375,0.5103002190589905,1.2717689275741577
0.796875,0.09375,0.474327027797699,1.370149850845337
0.734375,0.0625,0.5463247895240784,1.2947598695755005
0.859375,0.25,0.4969482719898224,1.405913233757019
0.8125,0.15625,0.4822039008140564,1.3165745735168457
0.890625,0.21875,0.4588090777397156,1.3320815563201904
0.765625,0.125,0.472268670797348,1.3071141242980957
0.921875,0.125,0.43522971868515015,1.3290722370147705
0.78125,0.21875,0.5419865846633911,1.3358908891677856
0.859375,0.21875,0.4544253647327423,1.3121070861816406
0.796875,0.3125,0.4995877146720886,1.2832353115081787
0.828125,0.25,0.4745447635650635,1.372706651687622
0.734375,0.03125,0.5047286152839661,1.234222173690796
0.890625,0.03125,0.46092477440834045,1.3252556324005127
0.828125,0.1875,0.47524887323379517,1.2834978103637695
0.78125,0.21875,0.4934810400009155,1.3237180709838867
0.765625,0.21875,0.5104275941848755,1.3767337799072266
0.765625,0.15625,0.5145094394683838,1.342496395111084
0.765625,0.25,0.5237010717391968,1.3054425716400146
0.796875,0.09375,0.499128520488739,1.3251042366027832
0.875,0.15625,0.43022364377975464,1.5517585277557373
0.75,0.25,0.5426764488220215,1.3465498685836792
0.796875,0.28125,0.5060557723045349,1.326560139656067
0.75,0.15625,0.5084174871444702,1.3319261074066162
0.8125,0.15625,0.4701445996761322,1.3744723796844482
0.78125,0.15625,0.5265256762504578,1.3545596599578857
0.84375,0.21875,0.4492640793323517,1.357931137084961
0.796875,0.1875,0.4940616488456726,1.2928886413574219
0.71875,0.15625,0.5524090528488159,1.344254493713379
0.796875,0.1875,0.49331134557724,1.3581947088241577
0.765625,0.25,0.5186437964439392,1.3264355659484863
0.828125,0.21875,0.4848797917366028,1.4654598236083984
0.8125,0.3125,0.4792029857635498,1.311880350112915
0.78125,0.21875,0.48715680837631226,1.3462913036346436
0.78125,0.0,0.5336813926696777,1.505934476852417
0.84375,0.28125,0.4316391348838806,1.3675119876861572
0.796875,0.28125,0.5261124968528748,1.2629609107971191
0.734375,0.25,0.5740512013435364,1.3762335777282715
0.8125,0.25,0.49794280529022217,1.3664541244506836
0.875,0.09375,0.5281395316123962,1.3424004316329956
0.84375,0.25,0.5041646957397461,1.4397835731506348
0.796875,0.1875,0.5006287693977356,1.3576858043670654
0.84375,0.25,0.4513113498687744,1.338076114654541
0.78125,0.3125,0.4807339608669281,1.2532768249511719
0.703125,0.15625,0.5185285806655884,1.4159679412841797
0.78125,0.1875,0.49076521396636963,1.2885838747024536
0.796875,0.1875,0.5161343812942505,1.3673391342163086
0.828125,0.25,0.4763196110725403,1.3547297716140747
0.84375,0.1875,0.5033881068229675,1.4038890600204468
0.734375,0.28125,0.5321768522262573,1.470375418663025
0.78125,0.1875,0.5153513550758362,1.4534595012664795
0.734375,0.0625,0.4959978461265564,1.3416006565093994
0.796875,0.21875,0.4878484606742859,1.3417987823486328
0.640625,0.0,0.543429434299469,1.3750739097595215
0.671875,0.25,0.5540651679039001,1.3215690851211548
0.8125,0.28125,0.4856415390968323,1.3642723560333252
0.6875,0.125,0.5407849550247192,1.2750191688537598
0.78125,0.03125,0.48675650358200073,1.3341015577316284
0.765625,0.125,0.47377949953079224,1.3676481246948242
0.828125,0.25,0.4589537978172302,1.3999269008636475
0.78125,0.34375,0.5071817636489868,1.3222308158874512
0.859375,0.21875,0.47180262207984924,1.288407802581787
0.890625,0.15625,0.49966758489608765,1.390514612197876
0.75,0.09375,0.5163918733596802,1.3833404779434204
0.84375,0.09375,0.4980480670928955,1.2773666381835938
0.75,0.1875,0.5177686214447021,1.3723868131637573
0.8125,0.34375,0.5120147466659546,1.329807996749878
0.828125,0.15625,0.47625964879989624,1.2837803363800049
0.84375,0.28125,0.5045074224472046,1.3175126314163208
0.78125,0.15625,0.48927855491638184,1.4386862516403198
0.765625,0.21875,0.5204098224639893,1.4040319919586182
0.8125,0.25,0.4962196946144104,1.3769937753677368
0.78125,0.25,0.4890283942222595,1.348147988319397
0.734375,0.0,0.5580891966819763,1.3138585090637207
0.90625,0.21875,0.4373515844345093,1.417175531387329
0.765625,0.28125,0.5479162335395813,1.4747815132141113
0.765625,0.3125,0.49718979001045227,1.2954869270324707
0.8125,0.25,0.46985161304473877,1.409263253211975
0.8125,0.28125,0.48987650871276855,1.3968250751495361
0.75,0.4375,0.5006946921348572,1.2488272190093994
0.6875,0.34375,0.5309521555900574,1.3516067266464233
0.6875,0.3125,0.5502279996871948,1.3441150188446045
0.75,0.1875,0.5116640329360962,1.2692588567733765
0.78125,0.46875,0.48577427864074707,1.2889957427978516
0.703125,0.09375,0.48206111788749695,1.344099998474121
0.71875,0.15625,0.5312811136245728,1.3702821731567383
0.71875,0.40625,0.5550602078437805,1.256975531578064
0.765625,0.1875,0.5095405578613281,1.3791238069534302
0.75,0.34375,0.4908576011657715,1.2759984731674194
0.75,0.34375,0.5115221738815308,1.2760767936706543
0.765625,0.34375,0.5250412821769714,1.2824664115905762
0.734375,0.25,0.514766275882721,1.2908587455749512
0.640625,0.4375,0.5740699768066406,1.401057243347168
0.65625,0.4375,0.5452259182929993,1.2015457153320312
0.71875,0.40625,0.5202066898345947,1.2777830362319946
0.75,0.4375,0.5307759046554565,1.3771766424179077
0.796875,0.375,0.500251054763794,1.2934136390686035
0.828125,0.0625,0.43954983353614807,1.2282249927520752
0.765625,0.34375,0.5072256922721863,1.3029600381851196
0.765625,0.40625,0.5440757870674133,1.334317684173584
0.78125,0.40625,0.5241881608963013,1.221435308456421
0.734375,0.40625,0.5053625702857971,1.3299038410186768
0.734375,0.40625,0.5038336515426636,1.356112003326416
0.828125,0.3125,0.4957180619239807,1.3482377529144287
0.734375,0.375,0.5458543300628662,1.335973858833313
0.625,0.3125,0.5644270181655884,1.3554048538208008
0.796875,0.40625,0.5101740956306458,1.2301697731018066
0.71875,0.375,0.5114740133285522,1.2305357456207275
0.640625,0.34375,0.5306262969970703,1.2475228309631348
0.796875,0.46875,0.4633820354938507,1.2596399784088135
0.75,0.4375,0.5280755758285522,1.2384059429168701
0.609375,0.40625,0.5521819591522217,1.2716894149780273
0.625,0.5,0.5741329193115234,1.2967947721481323
0.671875,0.5625,0.5664470791816711,1.225785255432129
0.65625,0.40625,0.5325244665145874,1.2556456327438354
0.65625,0.46875,0.5728244781494141,1.1951265335083008
0.578125,0.28125,0.5949971675872803,1.3892154693603516
0.75,0.5,0.5237759351730347,1.289637565612793
0.609375,0.40625,0.5674036741256714,1.2807798385620117
0.640625,0.4375,0.5592311024665833,1.2515828609466553
0.65625,0.40625,0.5585325360298157,1.3259590864181519
0.609375,0.46875,0.5839430093765259,1.315702199935913
0.59375,0.03125,0.5727933645248413,1.3100953102111816
0.6875,0.15625,0.5542022585868835,1.4711545705795288
0.59375,0.375,0.6195982694625854,1.2469459772109985
0.625,0.40625,0.580919623374939,1.2622038125991821
0.6875,0.5,0.5427970886230469,1.3087825775146484
0.703125,0.0625,0.5407947301864624,1.205866813659668
0.6875,0.0625,0.5542401671409607,1.2818143367767334
0.65625,0.5,0.5524812936782837,1.3154809474945068
0.6875,0.46875,0.5422781705856323,1.2560479640960693
0.609375,0.5625,0.5882251858711243,1.179822564125061
0.609375,0.25,0.5762959718704224,1.2409427165985107
0.703125,0.125,0.5477780699729919,1.3865861892700195
0.671875,0.5,0.5375723242759705,1.3007709980010986
0.6875,0.09375,0.5439612865447998,1.2758151292800903
0.625,0.5,0.557070255279541,1.2497949600219727
0.640625,0.375,0.6283908486366272,1.2022522687911987
0.71875,0.4375,0.5194552540779114,1.160644292831421
0.75,0.4375,0.4968966245651245,1.155843734741211
0.578125,0.46875,0.6052234172821045,1.2692592144012451
0.6875,0.3125,0.5493212938308716,1.1746840476989746
0.609375,0.625,0.5883948802947998,1.148937463760376
0.640625,0.4375,0.561977744102478,1.105896234512329
0.609375,0.4375,0.5518723726272583,1.468316912651062
0.578125,0.5,0.593698263168335,1.3642966747283936
0.625,0.0,0.6000791788101196,1.586256742477417
0.578125,0.5,0.5757206678390503,1.2128822803497314
0.609375,0.53125,0.5930831432342529,1.1688718795776367
0.6875,0.5,0.5799639821052551,1.2013797760009766
0.609375,0.4375,0.5584067702293396,1.1526341438293457
0.625,0.3125,0.5680270195007324,1.2701005935668945
0.578125,0.46875,0.6013041138648987,1.1087722778320312
0.578125,0.125,0.5902519226074219,1.3486236333847046
0.46875,0.65625,0.636079728603363,1.1771597862243652
0.59375,0.46875,0.6041923761367798,1.1582738161087036
0.65625,0.46875,0.5711540579795837,1.2768075466156006
0.453125,0.28125,0.6697292327880859,1.1140886545181274
0.609375,0.4375,0.6072771549224854,1.1494407653808594
0.578125,0.5625,0.5867477059364319,1.1850931644439697
0.578125,0.375,0.6179071664810181,1.16739821434021
0.65625,0.59375,0.5522810220718384,1.1582798957824707
0.65625,0.53125,0.5657801628112793,1.1824958324432373
0.484375,0.0,0.6682600975036621,1.2537211179733276
0.59375,0.375,0.6148893237113953,1.1875146627426147
0.609375,0.34375,0.589295506477356,1.0419169664382935
0.609375,0.40625,0.6213133335113525,1.147181510925293
0.546875,0.59375,0.6068840026855469,1.1575818061828613
0.5,0.5625,0.6695519685745239,1.0741695165634155
0.625,0.625,0.5967978835105896,1.2181179523468018
0.578125,0.625,0.5956575870513916,1.056253433227539
0.5625,0.21875,0.5887764692306519,1.1783220767974854
0.609375,0.21875,0.6091560125350952,1.2025914192199707
0.546875,0.53125,0.6313544511795044,1.1057016849517822
0.390625,0.5,0.7388757467269897,1.076011300086975
0.578125,0.59375,0.5800984501838684,1.005885124206543
0.578125,0.5625,0.5655773282051086,1.068416714668274
0.671875,0.375,0.5700885057449341,1.1175321340560913
0.546875,0.5,0.6376996040344238,1.0822681188583374
0.71875,0.5,0.5383414030075073,1.0829012393951416
0.609375,0.46875,0.6278457641601562,1.0526983737945557
0.65625,0.625,0.5735663771629333,1.0224004983901978
0.59375,0.5,0.6080927848815918,1.0464884042739868
0.546875,0.5,0.5929299592971802,1.0293340682983398
0.59375,0.65625,0.6064239144325256,1.043399691581726
0.546875,0.625,0.6328184604644775,1.048345923423767
0.5,0.5625,0.6575639247894287,1.1682571172714233
0.5625,0.34375,0.633159339427948,0.9248160719871521
0.53125,0.6875,0.6557385921478271,1.0408731698989868
0.4375,0.59375,0.682770848274231,0.9728643894195557
0.609375,0.0,0.6406185626983643,1.310351014137268
0.71875,0.03125,0.6009076237678528,1.1422375440597534
0.40625,0.53125,0.6669718623161316,1.0756328105926514
0.578125,0.625,0.6324694752693176,1.1741833686828613
0.484375,0.59375,0.6673489809036255,1.1160409450531006
0.546875,0.53125,0.6470035910606384,1.0211941003799438
0.546875,0.46875,0.672817587852478,0.9360492825508118
0.546875,0.5625,0.6180130243301392,0.935926616191864
0.5,0.21875,0.647075891494751,1.0216004848480225
0.59375,0.125,0.6466546058654785,1.1600847244262695
0.5,0.5,0.6662068963050842,1.072815179824829
0.609375,0.625,0.6368718147277832,0.9219533205032349
0.53125,0.59375,0.5947031378746033,1.1407337188720703
0.5,0.625,0.6568318605422974,0.9969227313995361
0.578125,0.21875,0.6399207711219788,1.0093929767608643
0.5,0.34375,0.6522483825683594,1.0519007444381714
0.53125,0.21875,0.6462583541870117,1.0106241703033447
0.6875,0.65625,0.611742377281189,0.9409862756729126
0.515625,0.5,0.6705552339553833,1.214692234992981
0.421875,0.4375,0.6803340315818787,0.9887243509292603
0.5625,0.34375,0.6074849367141724,1.021873116493225
0.5625,0.1875,0.6204001903533936,0.9627324342727661
0.5,0.0625,0.6687555909156799,0.9991832971572876
0.515625,0.28125,0.6411124467849731,0.9713694453239441
0.515625,0.71875,0.6069900989532471,0.9360147714614868
0.453125,0.3125,0.65805983543396,0.9409590363502502
0.53125,0.5625,0.6843684315681458,0.8819331526756287
0.59375,0.46875,0.6239129304885864,0.9887633323669434
0.59375,0.59375,0.6385059952735901,0.8824852705001831
0.578125,0.6875,0.6570266485214233,0.8675812482833862
0.515625,0.6875,0.6657361388206482,0.8981630206108093
0.390625,0.53125,0.72358638048172,1.108015537261963
0.390625,0.65625,0.7029130458831787,0.9424794912338257
0.421875,0.375,0.7052243947982788,0.9394094944000244
0.46875,0.0,0.6516032814979553,1.00540030002594
0.59375,0.03125,0.6234158277511597,1.0100629329681396
0.5625,0.21875,0.6304929256439209,0.8613412380218506
0.4375,0.34375,0.694150447845459,0.9294841289520264
0.484375,0.59375,0.6716962456703186,0.8910301923751831
0.421875,0.4375,0.6649457216262817,0.9380245208740234
0.515625,0.0625,0.6432492733001709,0.956117570400238
0.703125,0.59375,0.6184654235839844,0.9255683422088623
0.609375,0.21875,0.6616504192352295,0.8702714443206787
0.5625,0.25,0.6447125673294067,0.9320713877677917
0.515625,0.15625,0.6549025177955627,0.8572337627410889
0.625,0.09375,0.6269530057907104,0.9394632577896118
0.5625,0.40625,0.6497448682785034,0.8426542282104492
0.5,0.3125,0.6696958541870117,0.8287017345428467
0.546875,0.28125,0.6694709658622742,0.873465895652771
0.65625,0.1875,0.6342445611953735,0.8474074602127075
0.515625,0.25,0.667702853679657,0.8928238153457642
0.46875,0.625,0.6407027244567871,0.7954847812652588
0.53125,0.4375,0.6474442481994629,0.9055433869361877
0.46875,0.125,0.7097382545471191,0.8560930490493774
0.578125,0.4375,0.7040616869926453,0.7977568507194519
0.578125,0.25,0.6309418678283691,0.8167316317558289
0.5,0.5625,0.6748249530792236,0.7958080768585205
0.625,0.5625,0.6487249135971069,0.8214831352233887
0.34375,0.25,0.7263222932815552,0.8125348091125488
0.484375,0.34375,0.6812968254089355,0.7837594151496887
0.6875,0.625,0.6317793130874634,0.7485162615776062
0.53125,0.59375,0.6575741171836853,0.7331665754318237
0.4375,0.625,0.6892679929733276,0.7499300241470337
0.703125,0.75,0.616485595703125,0.7511628866195679
0.53125,0.34375,0.6669440269470215,0.7461175322532654
0.53125,0.4375,0.6551024913787842,0.7515852451324463
0.421875,0.5,0.6940386891365051,0.7637542486190796
0.515625,0.71875,0.7051149606704712,0.7156763076782227
0.515625,0.78125,0.6591291427612305,0.7236162424087524
0.40625,0.34375,0.6957744359970093,0.7410111427307129
0.40625,0.78125,0.7066950798034668,0.7486369609832764
0.453125,0.40625,0.7049654722213745,0.7273930907249451
0.515625,0.5,0.668299674987793,0.7159948348999023
0.421875,0.53125,0.7108893394470215,0.7125238180160522
0.5,0.84375,0.6916159391403198,0.6938595175743103
0.40625,0.46875,0.6990363597869873,0.7268027067184448
0.359375,0.40625,0.7244910001754761,0.7078185677528381
0.46875,0.625,0.7046381235122681,0.7015595436096191
0.421875,0.53125,0.7161692380905151,0.7575834393501282
0.4375,0.5625,0.7214468717575073,0.7214504480361938
0.4375,0.90625,0.6996591687202454,0.6977009773254395
0.3125,0.5625,0.7263578176498413,0.6917418241500854
0.421875,0.53125,0.7257182598114014,0.676996648311615
0.515625,0.625,0.6668249368667603,0.6856409907341003
0.453125,0.53125,0.686524510383606,0.7144167423248291
0.375,0.625,0.7271644473075867,0.6867889761924744
0.3125,0.59375,0.7526220679283142,0.6786319613456726
0.421875,0.5625,0.6805356740951538,0.6818087100982666
0.34375,0.65625,0.7411526441574097,0.6655135154724121
0.359375,0.625,0.7234686613082886,0.6585798263549805
0.40625,0.59375,0.7028613090515137,0.7098918557167053
0.484375,0.84375,0.67668616771698,0.6518774032592773
0.34375,0.78125,0.7182484865188599,0.6922082901000977
0.28125,0.8125,0.7425680160522461,0.6482667326927185
0.34375,0.59375,0.7513123750686646,0.6685666441917419
0.359375,0.875,0.7356880903244019,0.6405514478683472
0.359375,0.59375,0.7326925992965698,0.6677367687225342
0.34375,0.78125,0.7200839519500732,0.6576935648918152
0.296875,0.75,0.7353709936141968,0.6446723341941833
0.375,0.78125,0.769385814666748,0.6429391503334045
0.390625,0.9375,0.7474874258041382,0.6330656409263611
0.28125,0.71875,0.7450597286224365,0.6562329530715942
0.25,0.875,0.7619090676307678,0.6314777135848999
0.265625,0.65625,0.7415551543235779,0.664328932762146
